code;name;dk;x;y;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Ράμπες;Ράμπες;Ράμπες;Διαβάσεις;Διαβάσεις;Διαβάσεις;Διαβάσεις;Διαβάσεις;Διαβάσεις;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων
136;ΚΟΥΚΛΑΚΙ;5η ΔΚ;23732;38023;0.02;0.03;0.87;0.08;0.21;0.79;0.90;0.05;0.05;1.00;0.00;0.02;0.57;0.41;0.06;0.54;0.38;0.33;0.45;0.20;0.95;0.04;0.01;0.33;0.02;0.00;0.00;0.00;0.33;0.00;0.44;0.04;0.08;0.01;0.20;0.04;0.00;4.34;5.35;7.07;6.75;0.06;0.00;0.43;0.50;0.00;0.01;0.36;0.18;0.01;0.11;0.16;0.05;0.00;0.00;0.06;0.23;0.77;0.97;0.95;0.02;0.03;0.64;0.16;0.13;0.25;0.00;0.75;0.00;0.25;0.00;0.75;0.33;0.67;1.00;0.00;1.00;0.00;0.13;0.50;0.38
58;ΚΟΥΝΤΟΥΡΙΩΤΙΚΑ;7η ΔΚ;23756;37985;0.10;0.20;0.37;0.28;0.62;0.38;0.88;0.07;0.05;0.98;0.01;0.11;0.62;0.27;0.47;0.25;0.17;0.35;0.33;0.21;0.97;0.02;0.01;0.11;0.08;0.02;0.01;0.01;0.22;0.01;0.19;0.28;0.09;0.03;0.21;0.16;0.05;11.68;4.25;9.72;7.58;0.03;0.00;0.31;0.66;0.01;0.01;0.33;0.23;0.01;0.03;0.03;0.04;0.00;0.00;0.26;0.07;0.93;0.89;0.76;0.20;0.03;0.68;0.13;0.18;0.13;0.07;0.80;0.00;0.13;0.00;0.87;0.08;0.92;0.73;0.27;0.44;0.56;0.03;0.24;0.73
80;ΚΥΠΡΙΑΔΟΥ;5η ΔΚ;23737;38018;0.02;0.25;0.65;0.07;0.31;0.69;0.86;0.05;0.09;1.00;0.00;0.02;0.59;0.39;0.10;0.47;0.41;0.31;0.52;0.15;0.84;0.12;0.04;0.37;0.04;0.00;0.00;0.00;0.33;0.00;0.37;0.10;0.04;0.00;0.06;0.07;8.64;4.95;5.60;16.70;7.38;0.03;0.00;0.41;0.56;0.01;0.00;0.49;0.08;0.01;0.16;0.07;0.05;0.11;0.00;0.00;0.07;0.93;0.92;0.77;0.07;0.17;0.33;0.21;0.46;0.00;0.00;0.75;0.25;0.08;0.00;0.92;0.00;1.00;1.00;0.00;0.25;0.75;0.09;0.36;0.55
143;ΚΥΠΡΙΩΝ;6η ΔΚ;23751;38006;0.09;0.14;0.66;0.10;0.19;0.81;0.97;0.03;0.00;0.99;0.01;0.20;0.45;0.35;0.42;0.22;0.16;0.47;0.29;0.04;0.99;0.01;0.00;0.38;0.24;0.00;0.00;0.00;0.45;0.00;0.50;0.11;0.34;0.00;0.55;0.31;0.00;9.54;1.54;7.42;5.85;0.00;0.07;0.40;0.48;0.04;0.00;0.42;0.23;0.01;0.09;0.04;0.05;0.00;0.00;0.00;;;;0.83;0.02;0.02;0.84;0.01;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00
123;ΛΑΜΠΡΙΝΗ;5η ΔΚ;23746;38023;0.10;0.10;0.73;0.08;0.31;0.69;0.87;0.07;0.06;0.96;0.04;0.01;0.58;0.42;0.23;0.51;0.25;0.54;0.23;0.22;0.91;0.08;0.01;0.46;0.06;0.01;0.00;0.00;0.54;0.00;0.49;0.15;0.23;0.00;0.26;0.26;0.00;10.76;6.94;2.97;7.03;0.08;0.00;0.47;0.45;0.00;0.00;0.56;0.09;0.01;0.14;0.04;0.06;0.00;0.00;0.00;0.00;1.00;1.00;0.96;0.02;0.01;0.84;0.01;0.07;0.31;0.00;0.69;0.00;0.45;0.00;0.55;0.27;0.73;1.00;0.00;1.00;0.00;0.36;0.36;0.27
114;ΛΟΦΟΣ ΕΛΙΚΩΝΟΣ;6η ΔΚ;23742;38008;0.00;0.24;0.33;0.03;0.00;0.60;0.60;0.00;0.00;0.60;0.00;0.14;0.17;0.29;0.13;0.33;0.00;0.37;0.09;0.00;0.60;0.00;0.00;0.33;0.00;0.00;0.00;0.00;0.48;0.00;0.41;0.00;0.20;0.00;0.38;0.00;0.00;0.00;3.80;0.00;7.20;0.00;0.05;0.23;0.71;0.02;0.00;0.78;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;1.00;0.00;0.00;0.90;0.00;0.00;;;;;;;;;;;;;;;;
8;ΛΟΦΟΣ ΚΥΝΟΣΑΡΓΟΥΣ;2η ΔΚ;23729;37955;0.04;0.33;0.54;0.04;0.30;0.65;0.82;0.06;0.07;0.94;0.01;0.05;0.47;0.42;0.39;0.22;0.27;0.61;0.18;0.10;0.91;0.03;0.01;0.16;0.10;0.01;0.00;0.00;0.64;0.00;0.33;0.21;0.29;0.00;0.29;0.40;1.50;6.72;2.64;4.31;7.72;0.06;0.03;0.46;0.44;0.03;0.00;0.40;0.20;0.04;0.09;0.08;0.02;0.02;0.00;0.00;0.09;0.91;0.79;0.84;0.05;0.03;0.79;0.06;0.06;0.00;0.25;0.75;0.00;0.14;0.00;0.86;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.57;0.43
17;ΛΟΦΟΣ ΛΑΜΠΡΑΚΗ;2η ΔΚ;23733;37962;0.03;0.32;0.62;0.03;0.37;0.63;0.89;0.10;0.01;0.99;0.01;0.04;0.70;0.26;0.56;0.24;0.15;0.74;0.15;0.07;0.93;0.07;0.00;0.15;0.05;0.00;0.01;0.00;0.58;0.00;0.16;0.12;0.19;0.02;0.22;0.32;5.08;3.42;1.62;9.08;8.15;0.07;0.00;0.28;0.65;0.00;0.00;0.56;0.15;0.01;0.07;0.03;0.01;0.02;0.00;0.09;0.19;0.81;0.90;0.89;0.04;0.02;0.75;0.08;0.12;0.09;0.18;0.00;0.73;0.50;0.00;0.50;0.33;0.67;1.00;0.00;0.60;0.40;0.00;0.40;0.60
98;ΛΟΦΟΣ ΣΚΟΥΖΕ;4η ΔΚ;23718;38;0.03;0.81;0.13;0.02;0.26;0.74;0.77;0.09;0.15;0.99;0.01;0.01;0.71;0.28;0.86;0.09;0.04;0.86;0.10;0.02;0.91;0.08;0.01;0.36;0.47;0.00;0.02;0.00;0.36;0.00;0.94;0.08;0.12;0.01;0.26;0.68;0.11;5.75;2.21;9.41;7.95;0.02;0.00;0.16;0.81;0.00;0.00;0.66;0.23;0.01;0.07;0.01;0.00;0.00;0.00;0.00;0.35;0.65;0.95;0.99;0.00;0.01;0.75;0.07;0.18;0.63;0.00;0.38;0.00;0.71;0.29;0.00;0.00;1.00;0.71;0.29;1.00;0.00;0.27;0.18;0.55
137;ΛΟΦΟΣ ΣΤΡΕΦΗ;1η ΔΚ;23739;37989;0.05;0.72;0.20;0.02;0.24;0.76;0.91;0.05;0.03;0.99;0.01;0.02;0.80;0.18;0.60;0.19;0.18;0.61;0.35;0.02;0.99;0.01;0.00;0.18;0.07;0.00;0.00;0.00;0.25;0.00;0.55;0.11;0.06;0.00;0.32;0.33;2.44;9.02;1.74;15.08;7.81;0.04;0.10;0.18;0.68;0.00;0.00;0.30;0.41;0.02;0.08;0.00;0.01;0.00;0.00;0.05;0.14;0.86;0.91;0.84;0.06;0.00;0.81;0.02;0.07;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00
54;ΛΥΚΑΒΗΤΤΟΣ;1η ΔΚ;23747;37983;0.96;0.00;0.00;0.00;0.96;0.00;0.96;0.00;0.00;0.96;0.00;0.81;0.14;0.00;0.01;0.08;0.05;0.00;0.13;0.01;0.95;0.01;0.00;0.06;0.00;0.00;0.00;0.00;0.03;0.00;0.06;0.00;0.00;0.02;0.02;0.00;0.00;0.00;1.10;12.86;6.63;0.03;0.15;0.38;0.44;0.04;0.00;0.35;0.20;0.02;0.02;0.19;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.98;0.00;0.00;0.95;0.03;0.00;0.56;0.44;0.00;0.00;1.00;0.00;0.00;0.56;0.44;1.00;0.00;1.00;0.00;0.27;0.73;0.00
25;ΜΑΚΡΥΓΙΑΝΝΗ;1η ΔΚ;23727;37968;0.09;0.18;0.41;0.31;0.51;0.49;0.80;0.19;0.01;0.97;0.03;0.02;0.60;0.38;0.16;0.57;0.25;0.48;0.20;0.31;0.74;0.22;0.04;0.22;0.13;0.00;0.01;0.00;0.15;0.00;0.18;0.05;0.08;0.00;0.19;0.16;4.29;10.63;4.64;23.10;9.74;0.18;0.02;0.24;0.55;0.01;0.00;0.42;0.09;0.05;0.07;0.04;0.04;0.00;0.00;0.08;0.07;0.93;0.99;0.67;0.05;0.03;0.36;0.17;0.22;0.18;0.09;0.55;0.18;0.25;0.00;0.75;0.33;0.67;1.00;0.00;0.82;0.18;0.00;0.14;0.86
48;ΜΕΤΑΞΟΥΡΓΕΙΟ;3η ΔΚ;23719;37984;0.07;0.55;0.29;0.09;0.72;0.28;0.76;0.13;0.11;0.97;0.03;0.02;0.53;0.45;0.32;0.20;0.47;0.49;0.20;0.27;0.76;0.15;0.09;0.27;0.17;0.00;0.00;0.00;0.54;0.00;0.47;0.13;0.21;0.00;0.19;0.28;22.29;11.10;3.32;22.16;8.34;0.13;0.00;0.30;0.57;0.00;0.00;0.41;0.23;0.02;0.00;0.00;0.13;0.01;0.00;0.07;0.23;0.76;0.95;0.83;0.07;0.10;0.35;0.27;0.36;0.06;0.00;0.29;0.65;0.44;0.00;0.56;0.05;0.95;1.00;0.00;0.82;0.18;0.47;0.13;0.40
22;ΜΕΤΣ;2η ΔΚ;23736;37966;0.07;0.23;0.50;0.21;0.26;0.74;0.97;0.03;0.00;1.00;0.00;0.05;0.63;0.33;0.46;0.21;0.28;0.56;0.21;0.18;0.91;0.05;0.03;0.21;0.17;0.00;0.00;0.00;0.27;0.00;0.27;0.10;0.10;0.00;0.32;0.27;2.97;10.02;2.73;13.83;7.64;0.11;0.06;0.44;0.39;0.04;0.01;0.14;0.33;0.04;0.07;0.00;0.03;0.06;0.00;0.11;0.32;0.68;0.98;0.73;0.05;0.02;0.45;0.18;0.16;0.25;0.00;0.75;0.00;0.25;0.00;0.75;0.00;1.00;1.00;0.00;0.33;0.67;0.00;0.40;0.60
38;ΜΟΝΑΣΤΗΡΑΚΙ ΠΛΑΚΑ;1η ΔΚ;23728;37974;0.09;0.18;0.35;0.36;0.77;0.20;0.73;0.13;0.12;0.91;0.07;0.05;0.56;0.37;0.23;0.15;0.55;0.29;0.26;0.38;0.88;0.08;0.02;0.03;0.09;0.00;0.02;0.00;0.10;0.00;0.20;0.05;0.10;0.00;0.08;0.13;6.02;7.15;1.15;15.69;5.75;0.45;0.04;0.18;0.34;0.03;0.02;0.03;0.17;0.19;0.00;0.03;0.01;0.00;0.00;0.06;0.16;0.84;0.96;0.46;0.05;0.02;0.25;0.12;0.16;0.05;0.11;0.63;0.21;0.12;0.00;0.88;0.00;1.00;1.00;0.00;0.56;0.44;0.06;0.11;0.83
61;ΜΟΥΣΕΙΟ;1η ΔΚ;23731;37988;0.06;0.29;0.54;0.11;0.71;0.29;0.48;0.13;0.38;0.99;0.01;0.01;0.71;0.28;0.23;0.18;0.58;0.53;0.34;0.12;0.56;0.31;0.13;0.20;0.17;0.01;0.01;0.00;0.22;0.00;0.45;0.04;0.09;0.05;0.11;0.25;18.73;14.09;4.33;38.48;9.86;0.13;0.00;0.17;0.70;0.00;0.00;0.22;0.23;0.05;0.05;0.03;0.04;0.02;0.01;0.21;0.19;0.81;0.98;0.65;0.25;0.10;0.41;0.18;0.40;0.04;0.18;0.68;0.10;0.08;0.00;0.92;0.05;0.95;0.88;0.13;0.30;0.70;0.04;0.37;0.59
6;ΜΠΑΚΝΑΝΑ;2η ΔΚ;23723;37952;0.03;0.18;0.73;0.03;0.14;0.86;0.93;0.03;0.03;1.00;0.00;0.06;0.68;0.26;0.44;0.40;0.10;0.78;0.14;0.01;1.00;0.00;0.00;0.36;0.06;0.00;0.00;0.00;0.54;0.00;0.49;0.17;0.17;0.00;0.26;0.34;1.18;2.94;2.56;4.92;8.71;0.00;0.00;0.60;0.40;0.00;0.03;0.36;0.40;0.01;0.15;0.01;0.03;0.00;0.00;0.00;1.00;0.00;0.75;0.94;0.04;0.01;0.88;0.04;0.02;0.50;0.00;0.50;0.00;0.50;0.00;0.50;0.33;0.67;1.00;0.00;1.00;0.00;0.11;0.22;0.67
96;ΝΕΑ ΚΥΨΕΛΗ Ι;6η ΔΚ;23744;37999;0.03;0.30;0.64;0.02;0.18;0.82;0.88;0.07;0.05;1.00;0.00;0.01;0.68;0.31;0.22;0.60;0.17;0.57;0.34;0.09;0.95;0.04;0.01;0.17;0.09;0.02;0.00;0.00;0.43;0.00;0.25;0.12;0.04;0.00;0.34;0.30;0.00;1.99;2.14;4.08;8.40;0.03;0.02;0.16;0.79;0.03;0.00;0.68;0.06;0.01;0.13;0.00;0.04;0.00;0.00;0.01;0.14;0.86;0.86;0.92;0.02;0.03;0.85;0.04;0.03;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00
133;ΝΕΑ ΚΥΨΕΛΗ ΙΙ;6η ΔΚ;23748;38002;0.14;0.19;0.60;0.06;0.17;0.83;0.97;0.02;0.01;1.00;0.00;0.11;0.42;0.47;0.42;0.40;0.07;0.71;0.16;0.02;1.00;0.00;0.00;0.48;0.27;0.00;0.00;0.00;0.74;0.00;0.61;0.29;0.29;0.00;0.60;0.31;0.00;10.83;4.92;2.63;7.64;0.01;0.03;0.42;0.55;0.05;0.01;0.49;0.15;0.02;0.16;0.03;0.05;0.00;0.00;0.01;0.55;0.45;0.44;0.92;0.04;0.02;0.88;0.08;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.33;0.67;1.00;0.00;1.00;0.00;0.00;0.40;0.60
95;ΝΕΑ ΦΙΛΟΘΕΗ;7η ΔΚ;23761;37997;0.09;0.06;0.77;0.07;0.13;0.87;0.98;0.02;0.00;0.99;0.01;0.02;0.39;0.59;0.61;0.27;0.10;0.91;0.07;0.00;1.00;0.00;0.00;0.81;0.05;0.00;0.00;0.00;0.80;0.00;0.77;0.19;0.36;0.01;0.35;0.32;0.04;9.59;7.80;4.32;7.71;0.00;0.02;0.58;0.39;0.05;0.00;0.32;0.35;0.02;0.09;0.01;0.08;0.03;0.00;0.02;0.40;0.60;0.80;0.95;0.01;0.03;0.96;0.02;0.00;0.14;0.00;0.86;0.00;0.14;0.00;0.86;0.20;0.80;1.00;0.00;1.00;0.00;0.00;0.57;0.43
59;ΝΕΑΠΟΛΗ I;1η ΔΚ;23739;37984;0.04;0.33;0.37;0.25;0.52;0.48;0.65;0.13;0.22;0.98;0.02;0.01;0.60;0.39;0.38;0.31;0.30;0.27;0.55;0.17;0.86;0.11;0.03;0.16;0.09;0.01;0.02;0.04;0.36;0.03;0.47;0.10;0.13;0.04;0.31;0.26;16.11;10.63;3.67;12.94;7.17;0.07;0.07;0.10;0.76;0.05;0.00;0.16;0.33;0.02;0.12;0.06;0.04;0.00;0.00;0.08;0.09;0.91;0.89;0.68;0.15;0.04;0.53;0.15;0.19;0.01;0.02;0.94;0.04;0.01;0.08;0.91;0.06;0.94;1.00;0.00;0.51;0.49;0.02;0.38;0.60
138;ΝΕΑΠΟΛΗ II;7η ΔΚ;23747;37988;0.07;0.36;0.45;0.12;0.30;0.69;0.80;0.10;0.10;0.98;0.02;0.02;0.58;0.39;0.59;0.23;0.17;0.55;0.37;0.06;0.91;0.05;0.04;0.27;0.13;0.01;0.00;0.01;0.28;0.02;0.56;0.12;0.05;0.01;0.39;0.42;7.38;3.72;2.86;9.68;8.87;0.01;0.03;0.26;0.71;0.05;0.00;0.30;0.28;0.02;0.13;0.08;0.00;0.00;0.00;0.10;0.07;0.93;0.92;0.85;0.06;0.04;0.73;0.08;0.15;0.09;0.09;0.82;0.00;0.09;0.09;0.82;0.13;0.88;1.00;0.00;0.29;0.71;0.11;0.56;0.33
15;ΝΕΟΣ ΚΟΣΜΟΣ;2η ΔΚ;23.73;37961;0.01;0.38;0.58;0.02;0.25;0.75;0.82;0.08;0.09;0.98;0.01;0.03;0.78;0.18;0.67;0.26;0.03;0.87;0.08;0.02;0.96;0.01;0.01;0.11;0.07;0.00;0.01;0.00;0.68;0.00;0.18;0.26;0.28;0.00;0.18;0.40;0.83;0.00;1.28;5.38;8.70;0.01;0.00;0.45;0.54;0.00;0.00;0.49;0.15;0.01;0.10;0.20;0.01;0.00;0.02;0.00;0.12;0.88;0.73;0.98;0.00;0.02;0.91;0.05;0.04;;;;;;;;;;;;;;;;
56;ΝΟΣΟΚ.ΠΑΙΔΩΝ;7η ΔΚ;23768;37986;0.01;0.36;0.40;0.13;0.15;0.77;0.76;0.11;0.05;0.92;0.01;0.00;0.66;0.24;0.34;0.28;0.28;0.44;0.21;0.25;0.72;0.20;0.00;0.14;0.15;0.01;0.00;0.00;0.50;0.00;0.08;0.30;0.10;0.03;0.39;0.23;5.49;4.63;3.16;16.89;8.60;0.04;0.00;0.37;0.56;0.00;0.00;0.48;0.03;0.01;0.03;0.25;0.02;0.05;0.05;0.01;0.10;0.90;0.93;0.80;0.15;0.05;0.77;0.09;0.14;0.25;0.25;0.00;0.50;0.60;0.40;0.00;0.33;0.67;0.60;0.40;0.60;0.40;0.60;0.40;0.00
85;ΟΣΕ;4η ΔΚ;23.72;37992;0.47;0.36;0.10;0.00;0.97;0.00;0.87;0.00;0.10;0.97;0.00;0.10;0.02;0.81;0.71;0.10;0.02;0.81;0.00;0.02;0.96;0.01;0.00;0.73;0.00;0.37;0.00;0.00;0.61;0.00;0.86;0.00;0.48;0.08;0.61;0.00;0.00;15.63;15.88;15.94;9.32;0.00;0.00;0.49;0.50;0.00;0.00;0.25;0.27;0.06;0.04;0.07;0.17;0.00;0.07;0.08;0.14;0.86;1.00;0.98;0.00;0.02;0.79;0.16;0.05;0.21;0.14;0.64;0.00;0.45;0.00;0.55;0.08;0.92;1.00;0.00;1.00;0.00;0.67;0.00;0.33
27;ΠΑΓΚΡΑΤΙ Ι;2η ΔΚ;23749;37968;0.05;0.43;0.45;0.07;0.28;0.72;0.65;0.15;0.20;0.97;0.03;0.01;0.72;0.27;0.12;0.36;0.50;0.49;0.12;0.38;0.74;0.22;0.04;0.08;0.15;0.04;0.02;0.00;0.53;0.01;0.13;0.20;0.16;0.04;0.25;0.17;3.87;4.18;5.65;20.50;8.75;0.02;0.00;0.19;0.78;0.00;0.00;0.59;0.11;0.01;0.21;0.00;0.00;0.05;0.00;0.00;0.12;0.88;0.76;0.74;0.09;0.16;0.50;0.23;0.27;0.17;0.08;0.75;0.00;0.16;0.00;0.84;0.29;0.71;0.38;0.63;0.69;0.31;0.09;0.64;0.27
24;ΠΑΓΚΡΑΤΙ ΙΙ;2η ΔΚ;23753;37967;0.00;0.48;0.43;0.06;0.21;0.79;0.77;0.16;0.08;0.99;0.01;0.00;0.76;0.22;0.67;0.16;0.14;0.82;0.07;0.09;0.94;0.06;0.00;0.12;0.29;0.05;0.02;0.00;0.63;0.00;0.47;0.43;0.29;0.02;0.24;0.47;0.00;6.88;3.68;19.68;8.24;0.04;0.00;0.05;0.91;0.00;0.00;0.51;0.11;0.02;0.28;0.00;0.00;0.04;0.00;0.00;0.29;0.71;0.29;0.78;0.04;0.07;0.58;0.18;0.13;0.38;0.25;0.38;0.00;0.33;0.00;0.67;0.67;0.33;0.67;0.33;1.00;0.00;0.25;0.75;0.00
83;ΠΑΡΚΟ ΧΩΡΟΦΥΛΑΚΗΣ ΣΤΡΑΤΙΩΤΙΚΑ ΝΟΣΟΚΟΜΕΙΑ;7η ΔΚ;23781;37992;0.00;0.00;0.28;0.00;0.00;0.28;0.28;0.00;0.00;0.28;0.00;0.00;0.00;0.28;0.00;0.28;0.00;0.00;0.00;0.28;0.00;0.28;0.00;0.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.28;0.00;0.00;0.00;0.00;0.00;0.00;5.00;90.00;9.94;0.01;0.00;0.63;0.13;0.00;0.00;0.07;0.00;0.00;0.00;0.07;0.15;0.00;0.00;0.47;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.46;0.54;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.25;0.75;0.00;0.50;0.50
67;ΠΕΔΙΟ ΑΡΕΩΣ Ι;7η ΔΚ;23744;37991;0.08;0.18;0.62;0.12;0.40;0.60;0.85;0.10;0.05;0.99;0.01;0.00;0.90;0.09;0.62;0.27;0.11;0.83;0.15;0.01;1.00;0.00;0.00;0.25;0.16;0.00;0.02;0.00;0.28;0.01;0.65;0.15;0.06;0.04;0.15;0.17;0.95;2.80;2.34;7.22;9.28;0.02;0.01;0.24;0.73;0.00;0.00;0.52;0.15;0.01;0.12;0.00;0.02;0.00;0.00;0.15;0.24;0.76;0.76;0.90;0.02;0.04;0.79;0.08;0.09;0.28;0.00;0.72;0.00;0.29;0.08;0.63;0.00;1.00;0.30;0.70;0.44;0.56;0.07;0.41;0.52
73;ΠΕΔΙΟ ΑΡΕΩΣ ΙΙ;7η ΔΚ;23748;37994;0.09;0.14;0.64;0.12;0.24;0.76;0.92;0.03;0.04;0.98;0.01;0.03;0.56;0.40;0.58;0.29;0.10;0.67;0.17;0.12;0.97;0.02;0.00;0.21;0.15;0.09;0.00;0.00;0.24;0.00;0.52;0.12;0.06;0.08;0.50;0.24;0.09;13.53;2.62;4.26;7.95;0.03;0.06;0.32;0.58;0.01;0.00;0.67;0.09;0.00;0.02;0.11;0.00;0.00;0.00;0.00;0.12;0.88;0.60;0.83;0.00;0.01;0.80;0.03;0.02;0.20;0.80;0.00;0.00;0.40;0.00;0.60;0.50;0.50;0.50;0.50;1.00;0.00;0.20;0.80;0.00
72;ΠΕΔΙΟ ΑΡΕΩΣ ΣΧΟΛΗ ΕΥΕΛΠΙΔΩΝ;1η ΔΚ;23736;37993;0.35;0.23;0.29;0.09;0.86;0.14;0.89;0.07;0.04;0.99;0.01;0.01;0.64;0.31;0.16;0.25;0.54;0.20;0.28;0.48;0.57;0.34;0.09;0.13;0.06;0.00;0.00;0.00;0.08;0.00;0.16;0.04;0.04;0.04;0.00;0.06;0.15;30.33;6.10;30.83;10.05;0.02;0.00;0.48;0.49;0.00;0.00;0.27;0.14;0.04;0.03;0.00;0.07;0.05;0.00;0.35;0.12;0.88;0.92;0.65;0.23;0.06;0.42;0.15;0.37;0.12;0.00;0.88;0.00;0.12;0.00;0.88;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.33;0.67
