code;name;dk;x;y;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Πλευρές Πεζοδρομίων/ΟΤ;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Δρόμοι;Ράμπες;Ράμπες;Ράμπες;Διαβάσεις;Διαβάσεις;Διαβάσεις;Διαβάσεις;Διαβάσεις;Διαβάσεις;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων;Στάσεις Λεωφορείων
29;ΠΙΝΑΚΟΘΗΚΗ;2η ΔΚ;23749;37971;0.04;0.36;0.56;0.03;0.17;0.83;0.81;0.13;0.06;0.99;0.01;0.00;0.72;0.28;0.23;0.52;0.25;0.67;0.25;0.08;0.85;0.09;0.06;0.14;0.19;0.00;0.02;0.00;0.81;0.00;0.16;0.24;0.08;0.01;0.40;0.12;0.00;4.34;4.12;7.96;8.91;0.00;0.01;0.18;0.82;0.00;0.00;0.67;0.05;0.00;0.27;0.00;0.00;0.00;0.00;0.00;0.07;0.93;0.73;0.88;0.07;0.04;0.73;0.11;0.15;0.14;0.00;0.86;0.00;0.14;0.00;0.86;0.00;1.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00
28;ΠΛΑΣΤΗΡΑ;2η ΔΚ;23744;37.97;0.08;0.39;0.39;0.10;0.31;0.69;0.94;0.05;0.01;0.98;0.02;0.02;0.50;0.44;0.31;0.35;0.29;0.56;0.17;0.22;0.91;0.09;0.00;0.09;0.21;0.01;0.02;0.00;0.53;0.00;0.22;0.17;0.18;0.03;0.39;0.25;5.31;12.74;3.61;8.60;6.66;0.06;0.06;0.38;0.49;0.02;0.01;0.32;0.18;0.01;0.10;0.00;0.00;0.07;0.00;0.17;0.26;0.74;0.65;0.75;0.06;0.08;0.65;0.11;0.14;0.05;0.00;0.95;0.00;0.05;0.00;0.95;0.08;0.92;0.17;0.83;0.17;0.83;0.00;0.33;0.67
76;ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ Ι;6η ΔΚ;23724;37994;0.03;0.56;0.40;0.01;0.54;0.45;0.50;0.10;0.40;0.99;0.01;0.00;0.81;0.18;0.54;0.35;0.11;0.79;0.19;0.01;0.86;0.09;0.05;0.35;0.35;0.00;0.03;0.00;0.30;0.00;0.79;0.08;0.16;0.02;0.19;0.39;2.73;5.61;2.80;13.12;9.72;0.05;0.00;0.32;0.63;0.00;0.00;0.31;0.26;0.07;0.16;0.03;0.03;0.01;0.05;0.03;0.37;0.63;0.97;0.85;0.06;0.06;0.59;0.14;0.24;0.33;0.17;0.50;0.00;0.20;0.00;0.80;0.00;1.00;0.75;0.25;0.40;0.60;0.45;0.00;0.55
99;ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ ΙΙ;4η ΔΚ;23722;38;0.03;0.35;0.62;0.00;0.49;0.51;0.68;0.02;0.30;1.00;0.00;0.00;0.78;0.22;0.70;0.16;0.14;0.84;0.16;0.00;0.92;0.03;0.05;0.46;0.27;0.05;0.01;0.00;0.42;0.00;0.92;0.18;0.20;0.12;0.34;0.39;1.50;8.19;3.15;18.65;9.24;0.04;0.00;0.34;0.62;0.00;0.00;0.39;0.32;0.01;0.09;0.03;0.10;0.00;0.03;0.00;0.81;0.19;0.96;0.90;0.03;0.03;0.75;0.12;0.09;0.17;0.22;0.17;0.44;0.36;0.00;0.64;0.07;0.93;0.78;0.22;0.23;0.77;0.60;0.40;0.00
145;ΠΛΑΤΕΙΑ ΒΑΘΗΣ;1η ΔΚ;23724;37985;0.06;0.41;0.47;0.06;0.86;0.14;0.55;0.24;0.21;0.98;0.02;0.01;0.66;0.33;0.12;0.29;0.58;0.36;0.38;0.24;0.66;0.17;0.17;0.19;0.07;0.01;0.05;0.00;0.41;0.01;0.36;0.05;0.15;0.01;0.12;0.14;28.68;9.60;3.21;28.16;9.66;0.12;0.00;0.25;0.63;0.00;0.00;0.21;0.24;0.05;0.04;0.01;0.13;0.02;0.04;0.14;0.18;0.82;0.97;0.68;0.13;0.19;0.39;0.22;0.39;0.10;0.09;0.45;0.36;0.24;0.16;0.60;0.13;0.87;1.00;0.00;0.63;0.38;0.49;0.27;0.24
74;ΠΛΑΤΕΙΑ ΒΙΚΤΩΡΙΑΣ;6η ΔΚ;23729;37994;0.03;0.41;0.55;0.01;0.41;0.59;0.58;0.12;0.30;0.98;0.02;0.00;0.92;0.07;0.36;0.32;0.31;0.57;0.36;0.05;0.75;0.20;0.05;0.17;0.27;0.04;0.04;0.00;0.26;0.02;0.52;0.05;0.12;0.05;0.14;0.27;2.35;4.57;4.54;26.41;9.79;0.07;0.00;0.21;0.68;0.00;0.00;0.15;0.22;0.08;0.28;0.00;0.05;0.01;0.00;0.09;0.45;0.55;0.95;0.73;0.18;0.09;0.39;0.24;0.37;0.36;0.00;0.64;0.00;0.36;0.00;0.64;0.14;0.86;0.45;0.55;0.60;0.40;0.13;0.67;0.20
103;ΠΛΑΤΕΙΑ ΚΑΝΑΡΗ;6η ΔΚ;23742;38002;0.05;0.49;0.38;0.07;0.37;0.63;0.78;0.11;0.11;0.97;0.03;0.00;0.81;0.19;0.49;0.26;0.25;0.66;0.17;0.16;0.96;0.01;0.03;0.14;0.19;0.01;0.01;0.00;0.26;0.00;0.36;0.17;0.05;0.01;0.09;0.33;6.45;10.90;3.25;8.09;8.81;0.10;0.00;0.10;0.79;0.00;0.00;0.63;0.10;0.00;0.11;0.06;0.00;0.00;0.00;0.00;0.12;0.88;0.68;0.77;0.07;0.05;0.63;0.08;0.19;0.29;0.00;0.71;0.00;0.33;0.27;0.40;0.29;0.71;0.50;0.50;0.64;0.36;0.00;0.70;0.30
121;ΠΛΑΤΕΙΑ ΠΑΠΑΔΙΑΜΑΝΤΗ;5η ΔΚ;23742;38.02;0.02;0.03;0.55;0.39;0.10;0.90;0.97;0.03;0.00;0.98;0.02;0.01;0.76;0.23;0.15;0.48;0.37;0.43;0.48;0.09;0.94;0.06;0.00;0.59;0.02;0.00;0.00;0.00;0.66;0.00;0.46;0.11;0.16;0.00;0.09;0.02;0.01;4.95;8.29;2.53;7.45;0.01;0.00;0.62;0.37;0.00;0.00;0.43;0.04;0.02;0.40;0.03;0.06;0.01;0.00;0.00;0.06;0.94;0.95;0.92;0.01;0.07;0.69;0.07;0.25;0.36;0.09;0.55;0.00;0.29;0.08;0.63;0.44;0.56;0.86;0.14;0.86;0.14;0.33;0.38;0.29
37;ΠΛΑΤΕΙΑ ΧΑΛΕΠΑ;5η ΔΚ;23742;38017;0.05;0.04;0.76;0.16;0.11;0.89;0.96;0.04;0.00;0.99;0.01;0.00;0.71;0.29;0.14;0.61;0.25;0.53;0.33;0.14;0.92;0.05;0.03;0.65;0.00;0.00;0.00;0.00;0.57;0.00;0.55;0.19;0.09;0.02;0.11;0.09;0.00;10.36;8.87;3.49;6.88;0.02;0.00;0.50;0.48;0.00;0.00;0.43;0.08;0.02;0.30;0.02;0.13;0.00;0.00;0.00;0.13;0.88;1.00;0.92;0.07;0.01;0.77;0.09;0.12;0.20;0.20;0.60;0.00;0.18;0.00;0.82;0.11;0.89;1.00;0.00;0.67;0.33;0.20;0.20;0.60
91;ΠΟΛΥΓΩΝΟ Ι;7η ΔΚ;23753;37997;0.05;0.33;0.53;0.08;0.26;0.72;0.91;0.04;0.04;0.99;0.00;0.05;0.42;0.52;0.35;0.41;0.18;0.76;0.17;0.01;0.99;0.00;0.00;0.21;0.21;0.00;0.00;0.00;0.44;0.00;0.37;0.05;0.09;0.00;0.58;0.25;0.00;2.05;2.65;1.16;8.47;0.00;0.13;0.59;0.27;0.03;0.00;0.42;0.19;0.01;0.06;0.08;0.01;0.03;0.02;0.03;0.57;0.43;0.57;0.83;0.02;0.02;0.86;0.01;0.01;0.26;0.35;0.39;0.00;0.33;0.38;0.29;0.24;0.76;0.86;0.14;1.00;0.00;0.17;0.58;0.25
86;ΠΟΛΥΓΩΝΟ ΙΙ;7η ΔΚ;23749;37998;0.03;0.95;0.02;0.00;0.17;0.83;0.85;0.03;0.12;0.99;0.01;0.01;0.33;0.66;0.47;0.41;0.11;0.86;0.12;0.02;0.96;0.03;0.01;0.65;0.68;0.01;0.01;0.00;0.63;0.00;0.89;0.02;0.39;0.04;0.63;0.71;0.00;16.01;4.64;5.74;7.25;0.01;0.07;0.65;0.28;0.02;0.00;0.50;0.13;0.02;0.03;0.17;0.03;0.00;0.00;0.03;0.40;0.60;1.00;0.83;0.00;0.02;0.83;0.00;0.02;0.00;0.18;0.82;0.00;0.00;0.00;1.00;0.14;0.86;0.33;0.67;0.60;0.40;0.00;1.00;0.00
87;ΠΟΛΥΓΩΝΟ ΙΙΙ;6η ΔΚ;23739;37997;0.01;0.47;0.50;0.00;0.40;0.60;0.70;0.11;0.19;1.00;0.00;0.00;0.69;0.30;0.30;0.37;0.33;0.33;0.38;0.28;0.89;0.09;0.02;0.17;0.04;0.00;0.00;0.00;0.22;0.00;0.19;0.10;0.06;0.00;0.04;0.27;8.77;2.61;3.52;8.12;8.37;0.04;0.00;0.38;0.57;0.00;0.00;0.43;0.07;0.02;0.11;0.11;0.11;0.00;0.00;0.10;0.07;0.93;0.70;0.87;0.08;0.05;0.52;0.10;0.36;0.11;0.00;0.44;0.44;0.33;0.00;0.67;0.11;0.89;0.82;0.18;0.67;0.33;0.05;0.67;0.29
130;ΠΡΟΜΠΟΝΑ ΙΙ;5η ΔΚ;23.74;38029;0.02;0.10;0.69;0.07;0.23;0.71;0.86;0.05;0.03;0.94;0.00;0.12;0.42;0.35;0.30;0.34;0.12;0.57;0.19;0.00;0.94;0.00;0.00;0.51;0.10;0.00;0.00;0.00;0.40;0.00;0.52;0.13;0.31;0.00;0.18;0.27;0.00;0.68;3.54;5.99;6.60;0.00;0.00;0.90;0.10;0.02;0.07;0.26;0.27;0.07;0.15;0.06;0.11;0.00;0.00;0.00;1.00;0.00;0.00;0.93;0.00;0.06;0.94;0.05;0.00;;;;;;;;;;;;;;;;
57;ΠΡΟΦΗΤΗΣ ΔΑΝΙΗΛ;3η ΔΚ;23711;37984;0.01;0.61;0.33;0.04;0.75;0.25;0.75;0.20;0.05;0.99;0.01;0.07;0.63;0.30;0.43;0.34;0.17;0.80;0.10;0.05;0.97;0.02;0.01;0.27;0.09;0.01;0.01;0.01;0.34;0.01;0.40;0.09;0.10;0.03;0.21;0.18;2.28;5.16;1.97;5.44;8.86;0.04;0.00;0.68;0.28;0.00;0.00;0.23;0.16;0.07;0.03;0.06;0.28;0.00;0.03;0.10;0.38;0.62;0.95;0.89;0.00;0.05;0.71;0.16;0.06;0.13;0.00;0.38;0.50;0.40;0.00;0.60;0.00;1.00;0.71;0.29;0.50;0.50;0.40;0.00;0.60
11;ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ;2η ΔΚ;23748;37965;0.01;0.36;0.56;0.07;0.18;0.82;0.68;0.14;0.18;0.98;0.02;0.02;0.54;0.43;0.41;0.23;0.33;0.64;0.14;0.19;0.84;0.11;0.05;0.13;0.30;0.00;0.01;0.00;0.65;0.01;0.21;0.19;0.23;0.01;0.30;0.30;7.97;1.57;4.71;19.12;7.82;0.01;0.00;0.16;0.83;0.00;0.00;0.56;0.15;0.03;0.21;0.00;0.00;0.03;0.00;0.00;0.37;0.63;0.68;0.80;0.08;0.12;0.69;0.04;0.27;0.20;0.13;0.40;0.27;0.21;0.14;0.64;0.08;0.92;0.17;0.83;0.40;0.60;0.07;0.53;0.40
127;ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ ΡΙΖΟΥΠΟΛΗΣ;5η ΔΚ;23749;38027;0.10;0.06;0.80;0.04;0.18;0.82;0.92;0.02;0.05;0.99;0.01;0.02;0.46;0.52;0.27;0.54;0.17;0.68;0.20;0.09;0.91;0.04;0.05;0.61;0.07;0.00;0.01;0.00;0.64;0.00;0.57;0.09;0.25;0.00;0.36;0.38;0.00;9.92;6.46;2.90;6.73;0.07;0.01;0.48;0.44;0.00;0.00;0.57;0.09;0.01;0.23;0.01;0.00;0.00;0.00;0.00;0.06;0.94;1.00;0.99;0.00;0.00;0.85;0.03;0.06;0.14;0.00;0.86;0.00;0.14;0.00;0.86;0.20;0.80;0.50;0.50;1.00;0.00;0.00;0.25;0.75
32;ΡΗΓΙΛΛΗΣ;2η ΔΚ;23741;37973;0.04;0.08;0.33;0.53;0.44;0.56;1.00;0.00;0.00;1.00;0.00;0.00;0.58;0.40;0.08;0.42;0.48;0.47;0.21;0.31;0.94;0.00;0.06;0.19;0.17;0.00;0.00;0.00;0.57;0.00;0.32;0.14;0.05;0.00;0.26;0.14;0.00;4.59;6.56;19.51;10.46;0.01;0.00;0.54;0.46;0.00;0.00;0.22;0.09;0.00;0.25;0.10;0.01;0.00;0.00;0.32;0.11;0.89;0.84;0.63;0.16;0.21;0.84;0.03;0.13;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00
128;ΡΙΖΟΥΠΟΛΗ;5η ΔΚ;23745;38029;0.04;0.20;0.73;0.03;0.16;0.84;0.99;0.01;0.00;0.99;0.01;0.05;0.46;0.50;0.34;0.55;0.06;0.80;0.13;0.03;0.98;0.00;0.02;0.54;0.16;0.00;0.00;0.00;0.73;0.00;0.74;0.11;0.25;0.00;0.34;0.51;0.00;3.35;3.11;4.64;6.30;0.01;0.00;0.58;0.40;0.01;0.00;0.33;0.31;0.01;0.17;0.06;0.11;0.00;0.00;0.00;1.00;0.00;1.00;0.98;0.00;0.02;0.97;0.02;0.00;0.73;0.00;0.27;0.00;0.73;0.00;0.27;0.29;0.71;1.00;0.00;1.00;0.00;0.25;0.38;0.38
119;ΣΕΠΟΛΙΑ;4η ΔΚ;23718;38008;0.12;0.61;0.23;0.01;0.34;0.63;0.78;0.06;0.13;0.96;0.01;0.04;0.47;0.45;0.55;0.20;0.17;0.77;0.12;0.03;0.88;0.04;0.05;0.48;0.38;0.01;0.00;0.00;0.40;0.00;0.80;0.04;0.09;0.02;0.28;0.31;0.00;14.65;4.27;9.86;7.02;0.05;0.00;0.40;0.54;0.00;0.02;0.34;0.33;0.07;0.03;0.03;0.07;0.00;0.00;0.05;0.46;0.54;0.98;0.85;0.00;0.06;0.71;0.13;0.06;0.21;0.17;0.63;0.00;0.22;0.26;0.52;0.04;0.96;1.00;0.00;0.50;0.50;0.12;0.31;0.58
13;ΣΤΕΡΝΑ;2η ΔΚ;23727;37958;0.03;0.34;0.52;0.09;0.47;0.53;0.88;0.12;0.00;0.99;0.01;0.00;0.57;0.43;0.20;0.59;0.21;0.63;0.25;0.11;0.98;0.00;0.02;0.28;0.07;0.01;0.00;0.00;0.11;0.00;0.24;0.08;0.02;0.00;0.10;0.24;3.89;2.48;2.38;8.20;8.87;0.07;0.00;0.42;0.51;0.02;0.00;0.33;0.22;0.03;0.12;0.16;0.02;0.00;0.04;0.01;0.23;0.77;0.97;0.80;0.06;0.04;0.59;0.19;0.12;0.00;0.40;0.60;0.00;0.25;0.00;0.75;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00
120;ΣΥΝΤΑΓΜΑ;1η ΔΚ;23735;37976;1.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.72;0.28;0.00;0.00;1.00;0.00;0.76;0.24;0.55;0.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.75;22.50;11.64;0.33;0.00;0.16;0.50;0.00;0.00;0.00;0.06;0.07;0.00;0.00;0.09;0.00;0.09;0.36;0.00;1.00;1.00;0.16;0.84;0.00;0.00;0.26;0.74;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00
78;ΣΧΟΛΗ ΕΥΕΛΠΙΔΩΝ;6η ΔΚ;23743;37995;0.63;0.26;0.04;0.00;0.98;0.02;1.00;0.00;0.00;1.00;0.00;0.00;0.42;0.51;0.29;0.35;0.29;0.36;0.15;0.41;0.78;0.22;0.00;0.34;0.00;0.18;0.00;0.00;0.33;0.00;0.39;0.03;0.00;0.34;0.10;0.00;0.00;42.40;13.28;29.60;8.75;0.00;0.01;0.42;0.57;0.00;0.00;0.54;0.05;0.00;0.11;0.05;0.10;0.00;0.00;0.13;0.06;0.94;0.86;0.34;0.18;0.48;0.46;0.33;0.22;0.00;0.07;0.93;0.00;0.00;0.07;0.93;0.05;0.95;0.54;0.46;0.67;0.33;0.10;0.60;0.30
135;ΤΟΥΡΚΟΒΟΥΝΙΑ;7η ΔΚ;23757;37996;0.10;0.31;0.48;0.10;0.18;0.82;0.96;0.02;0.02;0.99;0.01;0.09;0.38;0.53;0.54;0.28;0.09;0.78;0.07;0.06;0.97;0.02;0.01;0.42;0.24;0.00;0.01;0.00;0.44;0.00;0.53;0.02;0.17;0.00;0.51;0.42;0.00;3.57;3.44;6.25;8.01;0.01;0.06;0.67;0.26;0.04;0.00;0.26;0.40;0.01;0.12;0.03;0.00;0.03;0.00;0.02;0.05;0.95;0.86;0.87;0.02;0.04;0.91;0.01;0.01;0.40;0.00;0.60;0.00;0.40;0.00;0.60;0.00;1.00;1.00;0.00;1.00;0.00;0.20;0.80;0.00
132;ΤΟΥΡΚΟΒΟΥΝΙΑ ΙΙ;7η ΔΚ;23752;38;0.10;0.07;0.74;0.09;0.18;0.82;1.00;0.00;0.00;1.00;0.00;0.00;0.35;0.65;0.41;0.42;0.17;0.90;0.09;0.01;1.00;0.00;0.00;0.67;0.17;0.00;0.00;0.00;0.75;0.00;0.67;0.01;0.27;0.05;0.41;0.32;0.00;31.58;7.29;0.00;9.03;0.00;0.13;0.75;0.12;0.00;0.01;0.21;0.14;0.03;0.00;0.14;0.06;0.11;0.10;0.07;1.00;0.00;0.67;0.42;0.18;0.03;0.56;0.04;0.04;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00
5;ΤΡΕΙΣ ΓΕΦΥΡΕΣ;5η ΔΚ;23724;38016;0.05;0.19;0.72;0.04;0.35;0.65;0.86;0.07;0.07;0.99;0.01;0.06;0.45;0.50;0.27;0.41;0.26;0.57;0.27;0.10;0.97;0.03;0.00;0.47;0.04;0.00;0.00;0.00;0.59;0.00;0.45;0.10;0.18;0.01;0.20;0.24;0.18;9.28;4.68;7.04;7.41;0.09;0.00;0.55;0.34;0.02;0.01;0.34;0.21;0.02;0.20;0.09;0.03;0.00;0.00;0.00;0.15;0.85;0.88;0.94;0.03;0.03;0.75;0.07;0.10;0.20;0.00;0.80;0.00;0.21;0.14;0.64;0.17;0.83;0.75;0.25;1.00;0.00;0.23;0.31;0.46
30;ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ;3η ΔΚ;23713;37971;0.09;0.20;0.56;0.13;0.29;0.70;0.95;0.04;0.00;0.96;0.03;0.04;0.56;0.39;0.38;0.35;0.21;0.67;0.20;0.07;0.82;0.16;0.01;0.26;0.18;0.00;0.01;0.00;0.39;0.00;0.61;0.18;0.08;0.01;0.14;0.42;0.00;8.15;2.36;15.69;8.27;0.07;0.01;0.41;0.50;0.00;0.01;0.40;0.30;0.09;0.05;0.01;0.03;0.00;0.01;0.00;0.25;0.75;0.89;0.89;0.01;0.02;0.48;0.17;0.26;0.36;0.36;0.27;0.00;0.33;0.17;0.50;0.56;0.44;1.00;0.00;1.00;0.00;0.75;0.25;0.00
141;ΦΙΛΟΠΑΠΠΟΥ;1η ΔΚ;23717;37964;0.07;0.28;0.49;0.16;0.20;0.80;0.99;0.01;0.00;0.99;0.01;0.01;0.64;0.35;0.38;0.43;0.19;0.74;0.16;0.09;1.00;0.00;0.00;0.21;0.17;0.00;0.00;0.00;0.29;0.00;0.33;0.04;0.08;0.00;0.28;0.41;0.02;8.09;3.46;7.18;8.44;0.01;0.01;0.42;0.56;0.02;0.00;0.39;0.18;0.01;0.00;0.03;0.18;0.00;0.00;0.16;0.46;0.54;0.94;0.89;0.00;0.04;0.76;0.12;0.05;0.67;0.33;0.00;0.00;1.00;0.00;0.00;0.43;0.57;1.00;0.00;1.00;0.00;0.00;0.00;1.00
43;ΦΛΕΜΙΝΚ;3η ΔΚ;23705;37978;0.08;0.52;0.32;0.09;0.63;0.37;0.93;0.07;0.00;0.99;0.01;0.09;0.56;0.34;0.21;0.53;0.16;0.63;0.16;0.11;0.90;0.07;0.03;0.29;0.07;0.00;0.00;0.00;0.16;0.00;0.30;0.06;0.05;0.03;0.12;0.15;0.00;11.06;3.37;8.85;8.58;0.05;0.00;0.68;0.27;0.00;0.00;0.23;0.18;0.01;0.03;0.05;0.31;0.00;0.00;0.14;0.23;0.77;0.95;0.82;0.04;0.06;0.61;0.15;0.16;0.33;0.27;0.40;0.00;0.33;0.27;0.40;0.06;0.94;0.64;0.36;1.00;0.00;0.58;0.17;0.25
100;ΦΩΚΙΩΝΟΣ ΝΕΓΡΗ;6η ΔΚ;23737;38001;0.00;0.61;0.34;0.05;0.24;0.76;0.70;0.22;0.08;0.90;0.10;0.01;0.74;0.25;0.49;0.29;0.21;0.53;0.11;0.35;0.87;0.11;0.02;0.29;0.35;0.00;0.01;0.00;0.42;0.00;0.37;0.33;0.24;0.00;0.07;0.36;10.19;7.45;4.33;12.80;7.85;0.13;0.00;0.17;0.70;0.00;0.00;0.54;0.14;0.03;0.01;0.09;0.00;0.00;0.02;0.04;0.03;0.97;0.84;0.93;0.01;0.04;0.37;0.05;0.38;0.11;0.00;0.00;0.89;1.00;0.00;0.00;0.20;0.80;0.50;0.50;0.00;1.00;0.20;0.80;0.00
26;ΧΑΜΟΣΤΕΡΝΑ;3η ΔΚ;23704;37968;0.13;0.19;0.54;0.14;0.42;0.58;0.89;0.11;0.00;0.99;0.01;0.00;0.56;0.44;0.30;0.52;0.19;0.62;0.25;0.13;0.93;0.06;0.02;0.25;0.12;0.01;0.00;0.00;0.17;0.00;0.37;0.13;0.02;0.00;0.09;0.25;0.00;12.21;2.76;14.52;10.58;0.07;0.00;0.22;0.71;0.01;0.00;0.56;0.11;0.02;0.09;0.02;0.04;0.00;0.06;0.03;0.23;0.73;0.99;0.82;0.00;0.12;0.48;0.22;0.24;0.38;0.25;0.38;0.00;0.33;0.00;0.67;0.43;0.57;1.00;0.00;1.00;0.00;0.67;0.33;0.00
44;ΨΥΡΡΗ ΚΟΥΜΟΥΝΔΟΥΡΟΥ;1η ΔΚ;23724;37979;0.04;0.61;0.29;0.05;0.94;0.06;0.61;0.16;0.23;0.83;0.17;0.03;0.58;0.38;0.39;0.24;0.34;0.42;0.33;0.22;0.69;0.17;0.14;0.12;0.25;0.01;0.23;0.00;0.43;0.00;0.57;0.11;0.36;0.02;0.13;0.26;13.39;3.47;1.16;29.34;6.13;0.15;0.00;0.20;0.64;0.12;0.00;0.13;0.35;0.04;0.04;0.06;0.09;0.00;0.00;0.00;0.43;0.57;0.90;0.73;0.06;0.05;0.45;0.19;0.19;0.00;0.12;0.88;0.00;0.00;0.25;0.75;0.00;1.00;1.00;0.00;0.71;0.29;0.07;0.13;0.80
33;ΩΔΕΙΟ;2η ΔΚ;23744;37974;0.12;0.00;0.00;0.88;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.58;0.42;0.00;0.00;1.00;0.00;0.66;0.34;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.00;10.00;24.40;36.00;11.00;0.00;0.00;0.68;0.32;0.00;0.00;0.20;0.00;0.00;0.38;0.00;0.00;0.00;0.00;0.42;0.00;1.00;1.00;0.27;0.34;0.40;0.64;0.00;0.36;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00
